альбом;название_песни;слово;лемма;часть_речи;род;число;падеж;время;лицо;наклонение;вид;залог;степень;возвратность;одушевленность;переходность
Здравствуйте, дети!, 2004;Подоннки;Узнаем;узнать;VERB;;множественное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Подоннки;друг;друг;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Подоннки;друга;друг;NOUN;мужской;единственное;родительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Подоннки;по;по;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;разнице;разница;NOUN;женский;единственное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;возраст;возраст;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;один;один;ADJF;мужской;единственное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;два;два;NUMR;мужской;;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;штопора;штопор;NOUN;мужской;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;в;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;заднице;задница;NOUN;женский;единственное;дательный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;Вмазаться;вмазаться;INFN;;;;;;;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Подоннки;легче;лёгкий;COMP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;одним;один;ADJF;мужской;единственное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;нам;мы;NPRO;;множественное;дательный;;1;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;открыты;открыть;PRTS;;множественное;;прошедшее;;;совершенный;страдательный;;;;
Здравствуйте, дети!, 2004;Подоннки;дороги;дорога;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;Узнаем;узнать;VERB;;множественное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Подоннки;друг;друг;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Подоннки;друга;друг;NOUN;мужской;единственное;родительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Подоннки;по;по;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;времени;время;NOUN;средний;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;мерили;мерить;VERB;;множественное;;прошедшее;;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Подоннки;снами;сон;NOUN;мужской;множественное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;любимыми;любимый;ADJF;;множественное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;мерили;мерить;VERB;;множественное;;прошедшее;;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Подоннки;Метили;метить;VERB;;множественное;;прошедшее;;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Подоннки;каждые;каждый;ADJF;;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;дни;день;NOUN;мужской;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;мы;мы;NPRO;;множественное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;достались;достаться;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Подоннки;немногим;немногое;NPRO;средний;единственное;творительный;;;;;;;;;
