альбом;название_песни;слово;лемма;часть_речи;род;число;падеж;время;лицо;наклонение;вид;залог;степень;возвратность;одушевленность;переходность;имена_собственные;таксономия;подтема_инструментов;таксономия_прилагательных
Пуля, 2016;Плеер;будет;быть;VERB;;единственное;;будущее;3;изъявительное;несовершенный;;;;;непереходный;;;;
Пуля, 2016;Плеер;пятнадцать;пятнадцать;NUMR;;;именительный;;;;;;;;;;;;;
Пуля, 2016;Плеер;всегда;всегда;ADVB;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;И;и;CONJ;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;ничего;ничего;ADVB;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;не;не;PRCL;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;меняется;меняться;VERB;;единственное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный;;;;
Пуля, 2016;Плеер;Зима;зима;NOUN;женский;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;устала;устать;VERB;женский;единственное;;прошедшее;;изъявительное;совершенный;;;;;непереходный;;;;
Пуля, 2016;Плеер;и;и;CONJ;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;легла;лечь;VERB;женский;единственное;;прошедшее;;изъявительное;совершенный;;;;;непереходный;;;;
Пуля, 2016;Плеер;на;на;PREP;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;проспект;проспект;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;Велосипедам;велосипед;NOUN;мужской;множественное;дательный;;;;;;;;неодушевлённое;;;инструменты;транспортные средства;
Пуля, 2016;Плеер;респект;респект;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;Трамваям;трамвай;NOUN;мужской;множественное;дательный;;;;;;;;неодушевлённое;;;инструменты;транспортные средства;
Пуля, 2016;Плеер;привет;привет;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;Я;я;NPRO;;единственное;именительный;;1;;;;;;;;;;;
Пуля, 2016;Плеер;меряю;мерить;VERB;;единственное;;настоящее;1;изъявительное;несовершенный;;;;;переходный;;;;
Пуля, 2016;Плеер;время;время;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;плеером;плеер;NOUN;мужской;единственное;творительный;;;;;;;;неодушевлённое;;;инструменты;механизмы и приборы;
Пуля, 2016;Плеер;Где-то;где-то;ADVB;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;там;там;ADVB;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;в;в;PREP;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;параллельной;параллельный;ADJF;женский;единственное;родительный;;;;;;;;;;;;;
Пуля, 2016;Плеер;вселенной;вселенная;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;Существует;существовать;VERB;;единственное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный;;;;
Пуля, 2016;Плеер;органическая;органический;ADJF;женский;единственное;именительный;;;;;;;;;;;;;
Пуля, 2016;Плеер;жизнь;жизнь;NOUN;женский;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;Для;для;PREP;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;которой;который;APRO;женский;единственное;родительный;;;;;;;;;;;;;
Пуля, 2016;Плеер;когда-либо;когда-либо;ADVB;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;мною;я;NPRO;;единственное;творительный;;1;;;;;;;;;;;
Пуля, 2016;Плеер;прослушанные;прослушать;PRTF;;множественное;именительный;прошедшее;;;совершенный;страдательный;;;;переходный;;;;
Пуля, 2016;Плеер;треки;трек;NOUN;мужской;множественное;винительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;Как;как;CONJ;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;для;для;PREP;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;земли;земля;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;кислород;кислород;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;И;и;CONJ;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;чем;чем;CONJ;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;меньше;маленький;COMP;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;слов;слово;NOUN;средний;множественное;родительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;тем;тем;CONJ;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;больше;большой;COMP;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;прет;переть;VERB;;единственное;;настоящее;3;изъявительное;несовершенный;;;;;переходный;;;;
Пуля, 2016;Плеер;Только;только;ADVB;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;инструментальная;инструментальный;ADJF;женский;единственное;именительный;;;;;;;;;;;;;
Пуля, 2016;Плеер;музыка;музыка;NOUN;женский;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;двигает;двигать;VERB;;единственное;;настоящее;3;изъявительное;несовершенный;;;;;переходный;;;;
Пуля, 2016;Плеер;время;время;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;вперед;вперёд;ADVB;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;Время;время;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;вперед;вперёд;ADVB;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;новости;новость;NOUN;женский;множественное;именительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;восемьдесят;восемьдесят;NUMR;;;именительный;;;;;;;;;;;;;
Пуля, 2016;Плеер;восьмой;восьмой;ADJF;женский;единственное;творительный;;;;;;;;;;;;;
Пуля, 2016;Плеер;год;год;NOUN;мужской;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;Чувствуешь;чувствовать;VERB;;единственное;;настоящее;2;изъявительное;несовершенный;;;;;переходный;;;;
Пуля, 2016;Плеер;переворот;переворот;NOUN;мужской;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;в;в;PREP;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;общественном;общественный;ADJF;средний;единственное;предложный;;;;;;;;;;;;;
Пуля, 2016;Плеер;сознании;сознание;NOUN;средний;единственное;предложный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;Пытаешься;пытаться;VERB;;единственное;;настоящее;2;изъявительное;несовершенный;;;;;непереходный;;;;
Пуля, 2016;Плеер;запоминать;запоминать;INFN;;;;;;;несовершенный;;;;;переходный;;;;
Пуля, 2016;Плеер;английские;английский;ADJF;;множественное;именительный;;;;;;;;;;;;;
Пуля, 2016;Плеер;названия;название;NOUN;средний;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;групп;группа;NOUN;женский;множественное;родительный;;;;;;;;неодушевлённое;;;;;
Пуля, 2016;Плеер;Смешно;смешно;ADVB;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;перевираешь;перевирать;VERB;;единственное;;настоящее;2;изъявительное;несовершенный;;;;;переходный;;;;
Пуля, 2016;Плеер;и;и;CONJ;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;вдруг;вдруг;ADVB;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;Ты;ты;NPRO;;единственное;именительный;;2;;;;;;;;;;;
Пуля, 2016;Плеер;здесь;здесь;ADVB;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;И;и;CONJ;;;;;;;;;;;;;;;;
Пуля, 2016;Плеер;записываешь;записывать;VERB;;единственное;;настоящее;2;изъявительное;несовершенный;;;;;переходный;;;;
